Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
289,Time Formats,Descending ↓,"Level 289","Sort 29 time durations DESC",29,"34 sec | 12.2 min | 4.66 days | 5.38 days | 25.4 min | 3.17 days | 17.6 min | 10.36 hr | 0.45 hr | 5.84 days | 38 sec | 21.4 min | 17.41 hr | 53 sec | 6.00 days | 109 sec | 9.27 hr | 4.52 days | 63 sec | 3.14 days | 1.78 days | 2.64 days | 40 sec | 10.03 hr | 27.9 min | 6.07 days | 16.69 hr | 8.65 hr | 6.72 days","6.72 days → 6.07 days → 6.00 days → 5.84 days → 5.38 days → 4.66 days → 4.52 days → 3.17 days → 3.14 days → 2.64 days → 1.78 days → 17.41 hr → 16.69 hr → 10.36 hr → 10.03 hr → 9.27 hr → 8.65 hr → 27.9 min → 0.45 hr → 25.4 min → 21.4 min → 17.6 min → 12.2 min → 109 sec → 63 sec → 53 sec → 40 sec → 38 sec → 34 sec","",""
290,Time Formats,Ascending ↑,"Level 290","Sort 29 time durations ASC",29,"2.36 days | 37.9 min | 1.67 days | 30 sec | 21.48 hr | 46.2 min | 1.23 days | 44.7 min | 21.2 min | 1.56 hr | 3.9 min | 91 sec | 56.3 min | 37 sec | 35.3 min | 6.52 days | 1.15 days | 34 sec | 9.72 hr | 4 sec | 19.56 hr | 59.8 min | 2.50 days | 3.82 days | 3.34 days | 5.56 days | 30.3 min | 5.32 days | 15.8 min","4 sec → 30 sec → 34 sec → 37 sec → 91 sec → 3.9 min → 15.8 min → 21.2 min → 30.3 min → 35.3 min → 37.9 min → 44.7 min → 46.2 min → 56.3 min → 59.8 min → 1.56 hr → 9.72 hr → 19.56 hr → 21.48 hr → 1.15 days → 1.23 days → 1.67 days → 2.36 days → 2.50 days → 3.34 days → 3.82 days → 5.32 days → 5.56 days → 6.52 days","",""
291,Time Formats,Descending ↓,"Level 291","Sort 29 time durations DESC",29,"20.09 hr | 1.40 days | 3.47 days | 7 sec | 22.3 min | 21.72 hr | 37.9 min | 52 sec | 13.00 hr | 2.91 days | 11.70 hr | 98 sec | 20.00 hr | 36.6 min | 1.70 hr | 1.41 hr | 1.64 days | 112 sec | 1.51 days | 11.7 min | 15 sec | 4.38 hr | 39.6 min | 101 sec | 108 sec | 89 sec | 6.33 days | 9.6 min | 2.76 days","6.33 days → 3.47 days → 2.91 days → 2.76 days → 1.64 days → 1.51 days → 1.40 days → 21.72 hr → 20.09 hr → 20.00 hr → 13.00 hr → 11.70 hr → 4.38 hr → 1.70 hr → 1.41 hr → 39.6 min → 37.9 min → 36.6 min → 22.3 min → 11.7 min → 9.6 min → 112 sec → 108 sec → 101 sec → 98 sec → 89 sec → 52 sec → 15 sec → 7 sec","",""
292,Time Formats,Descending ↓,"Level 292","Sort 30 time durations DESC",30,"118 sec | 110 sec | 5.15 hr | 19.07 hr | 3.26 days | 101 sec | 92 sec | 3.65 days | 86 sec | 0.89 days | 2.71 days | 21.6 min | 37.5 min | 21.04 hr | 6.44 days | 87 sec | 7.51 hr | 30 sec | 51.8 min | 2.00 days | 6.45 days | 68 sec | 37.7 min | 4.55 days | 104 sec | 7.23 hr | 79 sec | 42.0 min | 9 sec | 5.94 days","6.45 days → 6.44 days → 5.94 days → 4.55 days → 3.65 days → 3.26 days → 2.71 days → 2.00 days → 0.89 days → 21.04 hr → 19.07 hr → 7.51 hr → 7.23 hr → 5.15 hr → 51.8 min → 42.0 min → 37.7 min → 37.5 min → 21.6 min → 118 sec → 110 sec → 104 sec → 101 sec → 92 sec → 87 sec → 86 sec → 79 sec → 68 sec → 30 sec → 9 sec","",""
293,Time Formats,Ascending ↑,"Level 293","Sort 30 time durations ASC",30,"117 sec | 11.84 hr | 22.4 min | 20.9 min | 8 sec | 55.1 min | 16 sec | 9 sec | 62 sec | 0.50 hr | 4.20 days | 31.2 min | 8.1 min | 35.9 min | 22.16 hr | 56 sec | 17.2 min | 67 sec | 4 sec | 4.58 days | 4.31 hr | 11.54 hr | 79 sec | 38.1 min | 13.25 hr | 2.50 days | 73 sec | 4.63 days | 2.14 days | 4.05 hr","4 sec → 8 sec → 9 sec → 16 sec → 56 sec → 62 sec → 67 sec → 73 sec → 79 sec → 117 sec → 8.1 min → 17.2 min → 20.9 min → 22.4 min → 0.50 hr → 31.2 min → 35.9 min → 38.1 min → 55.1 min → 4.05 hr → 4.31 hr → 11.54 hr → 11.84 hr → 13.25 hr → 22.16 hr → 2.14 days → 2.50 days → 4.20 days → 4.58 days → 4.63 days","",""
294,Time Formats,Ascending ↑,"Level 294","Sort 30 time durations ASC",30,"50.3 min | 120 sec | 21.02 hr | 0.5 min | 5.58 days | 115 sec | 41.9 min | 32 sec | 12.01 hr | 8 sec | 12.83 hr | 5.17 days | 7.73 hr | 49.4 min | 19 sec | 53.2 min | 10.95 hr | 83 sec | 2.73 days | 6.96 hr | 6 sec | 59.3 min | 39 sec | 6.54 days | 4.36 days | 6.25 hr | 105 sec | 53.4 min | 55.4 min | 6.35 hr","6 sec → 8 sec → 19 sec → 32 sec → 0.5 min → 39 sec → 83 sec → 105 sec → 115 sec → 120 sec → 41.9 min → 49.4 min → 50.3 min → 53.2 min → 53.4 min → 55.4 min → 59.3 min → 6.25 hr → 6.35 hr → 6.96 hr → 7.73 hr → 10.95 hr → 12.01 hr → 12.83 hr → 21.02 hr → 2.73 days → 4.36 days → 5.17 days → 5.58 days → 6.54 days","",""
295,Time Formats,Ascending ↑,"Level 295","Sort 30 time durations ASC",30,"0.65 days | 19.26 hr | 47.8 min | 2.29 days | 12.79 hr | 1.71 days | 10.21 hr | 11.1 min | 3.59 days | 5.71 days | 109 sec | 6.56 days | 0.28 days | 22 sec | 5.46 days | 1.49 days | 3.18 days | 6.81 days | 6.91 days | 5.95 days | 13.26 hr | 21.90 hr | 12.13 hr | 3.54 hr | 59 sec | 39.6 min | 18.06 hr | 60 sec | 119 sec | 31 sec","22 sec → 31 sec → 59 sec → 60 sec → 109 sec → 119 sec → 11.1 min → 39.6 min → 47.8 min → 3.54 hr → 0.28 days → 10.21 hr → 12.13 hr → 12.79 hr → 13.26 hr → 0.65 days → 18.06 hr → 19.26 hr → 21.90 hr → 1.49 days → 1.71 days → 2.29 days → 3.18 days → 3.59 days → 5.46 days → 5.71 days → 5.95 days → 6.56 days → 6.81 days → 6.91 days","",""
296,Time Formats,Descending ↓,"Level 296","Sort 30 time durations DESC",30,"46 sec | 4.74 days | 53 sec | 11 sec | 2.56 days | 49.7 min | 23.88 hr | 20.46 hr | 23.6 min | 4.12 days | 3.83 days | 23 sec | 4.17 hr | 36.6 min | 4.79 days | 19 sec | 44 sec | 3.70 days | 2.64 days | 23.39 hr | 45 sec | 10.04 hr | 13.44 hr | 3.98 days | 3.62 days | 36 sec | 3.12 days | 2.00 days | 1.87 days | 2.68 hr","4.79 days → 4.74 days → 4.12 days → 3.98 days → 3.83 days → 3.70 days → 3.62 days → 3.12 days → 2.64 days → 2.56 days → 2.00 days → 1.87 days → 23.88 hr → 23.39 hr → 20.46 hr → 13.44 hr → 10.04 hr → 4.17 hr → 2.68 hr → 49.7 min → 36.6 min → 23.6 min → 53 sec → 46 sec → 45 sec → 44 sec → 36 sec → 23 sec → 19 sec → 11 sec","",""
297,Time Formats,Descending ↓,"Level 297","Sort 31 time durations DESC",31,"23 sec | 3 sec | 61 sec | 74 sec | 4.94 days | 4.74 days | 54.5 min | 0.12 days | 5.32 days | 10.68 hr | 51.5 min | 5.80 days | 10.99 hr | 33 sec | 0.05 days | 0.53 days | 4.98 hr | 41.9 min | 112 sec | 3.53 days | 14.65 hr | 3.54 days | 14.35 hr | 5.43 days | 18.18 hr | 0.03 days | 22.97 hr | 103 sec | 3.02 hr | 0.26 days | 6 sec","5.80 days → 5.43 days → 5.32 days → 4.94 days → 4.74 days → 3.54 days → 3.53 days → 22.97 hr → 18.18 hr → 14.65 hr → 14.35 hr → 0.53 days → 10.99 hr → 10.68 hr → 0.26 days → 4.98 hr → 3.02 hr → 0.12 days → 0.05 days → 54.5 min → 51.5 min → 0.03 days → 41.9 min → 112 sec → 103 sec → 74 sec → 61 sec → 33 sec → 23 sec → 6 sec → 3 sec","",""
298,Time Formats,Descending ↓,"Level 298","Sort 31 time durations DESC",31,"9.26 hr | 8.2 min | 7.5 min | 15.6 min | 1.9 min | 101 sec | 5.17 days | 21.11 hr | 33 sec | 2.34 days | 6.75 days | 4.70 days | 30.4 min | 1.25 days | 4.98 hr | 51 sec | 39.3 min | 5.79 days | 6.57 days | 17.08 hr | 115 sec | 109 sec | 0.56 days | 43.9 min | 18.60 hr | 6.78 days | 6.45 days | 73 sec | 59.3 min | 7.95 hr | 7.0 min","6.78 days → 6.75 days → 6.57 days → 6.45 days → 5.79 days → 5.17 days → 4.70 days → 2.34 days → 1.25 days → 21.11 hr → 18.60 hr → 17.08 hr → 0.56 days → 9.26 hr → 7.95 hr → 4.98 hr → 59.3 min → 43.9 min → 39.3 min → 30.4 min → 15.6 min → 8.2 min → 7.5 min → 7.0 min → 1.9 min → 115 sec → 109 sec → 101 sec → 73 sec → 51 sec → 33 sec","",""
299,Time Formats,Ascending ↑,"Level 299","Sort 31 time durations ASC",31,"5.34 days | 3.06 days | 5.49 days | 57 sec | 2.60 days | 6.75 days | 102 sec | 35.9 min | 4.73 hr | 6.88 hr | 10.34 hr | 15 sec | 8.79 hr | 7.41 hr | 12.05 hr | 4.62 days | 3.00 hr | 23.41 hr | 15.77 hr | 6.91 days | 14.48 hr | 0.00 days | 3.67 days | 82 sec | 9 sec | 2.24 days | 44.5 min | 17.05 hr | 3.59 days | 26.6 min | 97 sec","9 sec → 15 sec → 0.00 days → 57 sec → 82 sec → 97 sec → 102 sec → 26.6 min → 35.9 min → 44.5 min → 3.00 hr → 4.73 hr → 6.88 hr → 7.41 hr → 8.79 hr → 10.34 hr → 12.05 hr → 14.48 hr → 15.77 hr → 17.05 hr → 23.41 hr → 2.24 days → 2.60 days → 3.06 days → 3.59 days → 3.67 days → 4.62 days → 5.34 days → 5.49 days → 6.75 days → 6.91 days","",""
300,Time Formats,Ascending ↑,"Level 300","Sort 31 time durations ASC",31,"6.2 min | 31 sec | 30.5 min | 8.4 min | 23.69 hr | 120 sec | 2.8 min | 4.16 days | 6.26 days | 19.01 hr | 5.78 days | 6.24 hr | 22.3 min | 6.31 days | 86 sec | 4.44 days | 110 sec | 77 sec | 1.53 days | 57.3 min | 0.93 days | 64 sec | 10.2 min | 10.1 min | 3.39 days | 2.00 hr | 108 sec | 58.0 min | 1.10 days | 4.79 days | 11.63 hr","31 sec → 64 sec → 77 sec → 86 sec → 108 sec → 110 sec → 120 sec → 2.8 min → 6.2 min → 8.4 min → 10.1 min → 10.2 min → 22.3 min → 30.5 min → 57.3 min → 58.0 min → 2.00 hr → 6.24 hr → 11.63 hr → 19.01 hr → 0.93 days → 23.69 hr → 1.10 days → 1.53 days → 3.39 days → 4.16 days → 4.44 days → 4.79 days → 5.78 days → 6.26 days → 6.31 days","",""
301,Time Formats,Ascending ↑,"Level 301","Sort 31 time durations ASC",31,"16.7 min | 4.72 hr | 92 sec | 16 sec | 116 sec | 2 sec | 20 sec | 3.47 hr | 5.11 hr | 3.22 days | 39.5 min | 4.4 min | 11.73 hr | 8.13 hr | 9 sec | 3.31 days | 25.2 min | 2.40 days | 13.2 min | 7.95 hr | 3.14 hr | 63 sec | 15.87 hr | 1.44 days | 2.24 days | 5.89 days | 7.76 hr | 8 sec | 2.56 days | 49.1 min | 21.72 hr","2 sec → 8 sec → 9 sec → 16 sec → 20 sec → 63 sec → 92 sec → 116 sec → 4.4 min → 13.2 min → 16.7 min → 25.2 min → 39.5 min → 49.1 min → 3.14 hr → 3.47 hr → 4.72 hr → 5.11 hr → 7.76 hr → 7.95 hr → 8.13 hr → 11.73 hr → 15.87 hr → 21.72 hr → 1.44 days → 2.24 days → 2.40 days → 2.56 days → 3.22 days → 3.31 days → 5.89 days","",""
302,Time Formats,Descending ↓,"Level 302","Sort 32 time durations DESC",32,"40.1 min | 13.00 hr | 6.50 days | 0.45 days | 4.51 days | 1.13 days | 2.31 days | 23.32 hr | 14.86 hr | 1.77 days | 11.02 hr | 13.36 hr | 11.63 hr | 103 sec | 1.24 hr | 6.43 days | 3.61 days | 10.09 hr | 46.4 min | 51.2 min | 8.70 hr | 86 sec | 77 sec | 15.11 hr | 2.68 hr | 30.7 min | 6.67 days | 7.9 min | 44 sec | 34.4 min | 4.9 min | 49 sec","6.67 days → 6.50 days → 6.43 days → 4.51 days → 3.61 days → 2.31 days → 1.77 days → 1.13 days → 23.32 hr → 15.11 hr → 14.86 hr → 13.36 hr → 13.00 hr → 11.63 hr → 11.02 hr → 0.45 days → 10.09 hr → 8.70 hr → 2.68 hr → 1.24 hr → 51.2 min → 46.4 min → 40.1 min → 34.4 min → 30.7 min → 7.9 min → 4.9 min → 103 sec → 86 sec → 77 sec → 49 sec → 44 sec","",""
303,Time Formats,Ascending ↑,"Level 303","Sort 32 time durations ASC",32,"0.74 days | 5.03 days | 90 sec | 18.2 min | 6.59 days | 48 sec | 11 sec | 80 sec | 22.97 hr | 120 sec | 54 sec | 23.3 min | 84 sec | 42 sec | 15.5 min | 57.7 min | 50 sec | 15.96 hr | 33 sec | 50.0 min | 42.5 min | 16.69 hr | 15.87 hr | 28.4 min | 10.82 hr | 78 sec | 89 sec | 18.09 hr | 77 sec | 8 sec | 0.22 days | 5.31 days","8 sec → 11 sec → 33 sec → 42 sec → 48 sec → 50 sec → 54 sec → 77 sec → 78 sec → 80 sec → 84 sec → 89 sec → 90 sec → 120 sec → 15.5 min → 18.2 min → 23.3 min → 28.4 min → 42.5 min → 50.0 min → 57.7 min → 0.22 days → 10.82 hr → 15.87 hr → 15.96 hr → 16.69 hr → 0.74 days → 18.09 hr → 22.97 hr → 5.03 days → 5.31 days → 6.59 days","",""
304,Time Formats,Descending ↓,"Level 304","Sort 32 time durations DESC",32,"2.78 days | 4.73 days | 9.39 hr | 6.61 hr | 20.6 min | 11.45 hr | 33.3 min | 56.7 min | 2.98 days | 17.78 hr | 23.03 hr | 25.4 min | 44.7 min | 3.53 days | 82 sec | 43.9 min | 3.97 days | 17.13 hr | 12.3 min | 119 sec | 18.2 min | 33 sec | 31 sec | 29 sec | 104 sec | 3.81 days | 5.63 days | 2.01 days | 38.9 min | 6.55 days | 6.81 hr | 0.06 days","6.55 days → 5.63 days → 4.73 days → 3.97 days → 3.81 days → 3.53 days → 2.98 days → 2.78 days → 2.01 days → 23.03 hr → 17.78 hr → 17.13 hr → 11.45 hr → 9.39 hr → 6.81 hr → 6.61 hr → 0.06 days → 56.7 min → 44.7 min → 43.9 min → 38.9 min → 33.3 min → 25.4 min → 20.6 min → 18.2 min → 12.3 min → 119 sec → 104 sec → 82 sec → 33 sec → 31 sec → 29 sec","",""
305,Time Formats,Ascending ↑,"Level 305","Sort 32 time durations ASC",32,"6.72 days | 43.8 min | 11.81 hr | 0.96 hr | 105 sec | 8.47 hr | 33.3 min | 0.57 hr | 83 sec | 5.12 days | 44 sec | 62 sec | 1.46 hr | 0.01 days | 6.97 days | 102 sec | 45.2 min | 24.1 min | 19.9 min | 9.3 min | 13.5 min | 21.49 hr | 65 sec | 16.6 min | 2.25 days | 10.16 hr | 46.4 min | 18.94 hr | 36 sec | 45.3 min | 9.27 hr | 19 sec","19 sec → 36 sec → 44 sec → 62 sec → 65 sec → 83 sec → 102 sec → 105 sec → 0.01 days → 9.3 min → 13.5 min → 16.6 min → 19.9 min → 24.1 min → 33.3 min → 0.57 hr → 43.8 min → 45.2 min → 45.3 min → 46.4 min → 0.96 hr → 1.46 hr → 8.47 hr → 9.27 hr → 10.16 hr → 11.81 hr → 18.94 hr → 21.49 hr → 2.25 days → 5.12 days → 6.72 days → 6.97 days","",""
306,Time Formats,Ascending ↑,"Level 306","Sort 32 time durations ASC",32,"5.98 days | 5.81 hr | 14 sec | 3 sec | 34.9 min | 39.8 min | 52 sec | 17.21 hr | 1.28 days | 19.01 hr | 3.43 days | 113 sec | 50.5 min | 6.25 days | 118 sec | 43.0 min | 0.90 hr | 9 sec | 4.83 days | 2.07 days | 52.9 min | 2.3 min | 74 sec | 2.43 days | 23.38 hr | 24.5 min | 2.14 days | 12.68 hr | 4.73 days | 1.20 hr | 9.97 hr | 2.24 hr","3 sec → 9 sec → 14 sec → 52 sec → 74 sec → 113 sec → 118 sec → 2.3 min → 24.5 min → 34.9 min → 39.8 min → 43.0 min → 50.5 min → 52.9 min → 0.90 hr → 1.20 hr → 2.24 hr → 5.81 hr → 9.97 hr → 12.68 hr → 17.21 hr → 19.01 hr → 23.38 hr → 1.28 days → 2.07 days → 2.14 days → 2.43 days → 3.43 days → 4.73 days → 4.83 days → 5.98 days → 6.25 days","",""
307,Time Formats,Ascending ↑,"Level 307","Sort 33 time durations ASC",33,"1.23 days | 1.67 days | 21.74 hr | 17.61 hr | 21.5 min | 24 sec | 1.69 hr | 4.58 days | 5.73 days | 6.92 days | 5.33 days | 90 sec | 4.56 hr | 82 sec | 35.8 min | 6 sec | 69 sec | 29 sec | 42.3 min | 6.96 days | 91 sec | 43.1 min | 49.0 min | 0.91 days | 62 sec | 11.61 hr | 4.56 days | 59.1 min | 3.67 hr | 21 sec | 20.26 hr | 28.1 min | 41 sec","6 sec → 21 sec → 24 sec → 29 sec → 41 sec → 62 sec → 69 sec → 82 sec → 90 sec → 91 sec → 21.5 min → 28.1 min → 35.8 min → 42.3 min → 43.1 min → 49.0 min → 59.1 min → 1.69 hr → 3.67 hr → 4.56 hr → 11.61 hr → 17.61 hr → 20.26 hr → 21.74 hr → 0.91 days → 1.23 days → 1.67 days → 4.56 days → 4.58 days → 5.33 days → 5.73 days → 6.92 days → 6.96 days","",""
308,Time Formats,Descending ↓,"Level 308","Sort 33 time durations DESC",33,"3.01 days | 13.74 hr | 45.0 min | 48.3 min | 1.83 days | 0.73 days | 55.2 min | 89 sec | 20.82 hr | 16.0 min | 18.98 hr | 61 sec | 6.35 days | 8.42 hr | 3.50 days | 0.59 days | 5.16 days | 30.7 min | 14.7 min | 108 sec | 103 sec | 5.54 days | 35.1 min | 20.12 hr | 1.93 hr | 12.65 hr | 16.84 hr | 119 sec | 1.49 days | 90 sec | 9.85 hr | 17.95 hr | 40 sec","6.35 days → 5.54 days → 5.16 days → 3.50 days → 3.01 days → 1.83 days → 1.49 days → 20.82 hr → 20.12 hr → 18.98 hr → 17.95 hr → 0.73 days → 16.84 hr → 0.59 days → 13.74 hr → 12.65 hr → 9.85 hr → 8.42 hr → 1.93 hr → 55.2 min → 48.3 min → 45.0 min → 35.1 min → 30.7 min → 16.0 min → 14.7 min → 119 sec → 108 sec → 103 sec → 90 sec → 89 sec → 61 sec → 40 sec","",""
309,Time Formats,Descending ↓,"Level 309","Sort 33 time durations DESC",33,"2.77 days | 6.09 days | 112 sec | 52.9 min | 13.36 hr | 1.84 days | 57.3 min | 5.27 days | 0.28 hr | 3.93 days | 3.0 min | 10.74 hr | 55 sec | 62 sec | 32.2 min | 102 sec | 41.8 min | 16.73 hr | 1.92 days | 15.62 hr | 88 sec | 8.72 hr | 107 sec | 4.70 days | 36 sec | 0.43 days | 119 sec | 4.03 days | 4.60 days | 3.7 min | 18.54 hr | 57 sec | 4.7 min","6.09 days → 5.27 days → 4.70 days → 4.60 days → 4.03 days → 3.93 days → 2.77 days → 1.92 days → 1.84 days → 18.54 hr → 16.73 hr → 15.62 hr → 13.36 hr → 10.74 hr → 0.43 days → 8.72 hr → 57.3 min → 52.9 min → 41.8 min → 32.2 min → 0.28 hr → 4.7 min → 3.7 min → 3.0 min → 119 sec → 112 sec → 107 sec → 102 sec → 88 sec → 62 sec → 57 sec → 55 sec → 36 sec","",""
310,Time Formats,Ascending ↑,"Level 310","Sort 33 time durations ASC",33,"53.6 min | 1.83 days | 12 sec | 14.63 hr | 2.63 days | 4.88 days | 6.22 days | 20.9 min | 45.4 min | 69 sec | 4.58 days | 13.4 min | 18.50 hr | 12.82 hr | 7.7 min | 29.7 min | 56 sec | 3.3 min | 13 sec | 1.80 days | 0.76 days | 43.3 min | 5.58 days | 16.53 hr | 53.4 min | 15 sec | 23.69 hr | 1 sec | 11.47 hr | 87 sec | 120 sec | 76 sec | 6.47 days","1 sec → 12 sec → 13 sec → 15 sec → 56 sec → 69 sec → 76 sec → 87 sec → 120 sec → 3.3 min → 7.7 min → 13.4 min → 20.9 min → 29.7 min → 43.3 min → 45.4 min → 53.4 min → 53.6 min → 11.47 hr → 12.82 hr → 14.63 hr → 16.53 hr → 0.76 days → 18.50 hr → 23.69 hr → 1.80 days → 1.83 days → 2.63 days → 4.58 days → 4.88 days → 5.58 days → 6.22 days → 6.47 days","",""
311,Time Formats,Descending ↓,"Level 311","Sort 33 time durations DESC",33,"6.7 min | 14.1 min | 6.81 days | 30.3 min | 1.08 days | 16 sec | 49.7 min | 18.90 hr | 4.64 days | 109 sec | 2.10 days | 13.85 hr | 5.80 days | 35.5 min | 79 sec | 64 sec | 10.13 hr | 30.1 min | 53 sec | 99 sec | 14.3 min | 15.68 hr | 53.4 min | 2.52 days | 30 sec | 3.52 days | 16.2 min | 54.3 min | 44 sec | 2.35 days | 58 sec | 6.49 days | 53.4 min","6.81 days → 6.49 days → 5.80 days → 4.64 days → 3.52 days → 2.52 days → 2.35 days → 2.10 days → 1.08 days → 18.90 hr → 15.68 hr → 13.85 hr → 10.13 hr → 54.3 min → 53.4 min → 53.4 min → 49.7 min → 35.5 min → 30.3 min → 30.1 min → 16.2 min → 14.3 min → 14.1 min → 6.7 min → 109 sec → 99 sec → 79 sec → 64 sec → 58 sec → 53 sec → 44 sec → 30 sec → 16 sec","",""
312,Time Formats,Ascending ↑,"Level 312","Sort 34 time durations ASC",34,"2.74 hr | 10.66 hr | 6.88 hr | 102 sec | 46.8 min | 4 sec | 19.9 min | 43.6 min | 6.15 hr | 21.0 min | 12.93 hr | 15.26 hr | 7.86 hr | 8.54 hr | 4.32 days | 40 sec | 2.27 days | 5.50 hr | 11.32 hr | 11.66 hr | 63 sec | 17.9 min | 6.74 days | 1.55 hr | 1 sec | 9.20 hr | 43 sec | 23.84 hr | 70 sec | 49.1 min | 97 sec | 93 sec | 1.86 days | 3.46 days","1 sec → 4 sec → 40 sec → 43 sec → 63 sec → 70 sec → 93 sec → 97 sec → 102 sec → 17.9 min → 19.9 min → 21.0 min → 43.6 min → 46.8 min → 49.1 min → 1.55 hr → 2.74 hr → 5.50 hr → 6.15 hr → 6.88 hr → 7.86 hr → 8.54 hr → 9.20 hr → 10.66 hr → 11.32 hr → 11.66 hr → 12.93 hr → 15.26 hr → 23.84 hr → 1.86 days → 2.27 days → 3.46 days → 4.32 days → 6.74 days","",""
313,Time Formats,Descending ↓,"Level 313","Sort 34 time durations DESC",34,"18 sec | 2.74 days | 0.55 days | 13.0 min | 114 sec | 1.48 days | 4.71 days | 93 sec | 83 sec | 44.0 min | 4.0 min | 99 sec | 14.2 min | 32.7 min | 44 sec | 20 sec | 6.99 hr | 19.50 hr | 8 sec | 0.42 hr | 5.99 days | 6.92 days | 21 sec | 5.02 days | 3 sec | 96 sec | 2.81 days | 3.48 days | 42.6 min | 5.29 days | 59.8 min | 17.1 min | 28.7 min | 15.0 min","6.92 days → 5.99 days → 5.29 days → 5.02 days → 4.71 days → 3.48 days → 2.81 days → 2.74 days → 1.48 days → 19.50 hr → 0.55 days → 6.99 hr → 59.8 min → 44.0 min → 42.6 min → 32.7 min → 28.7 min → 0.42 hr → 17.1 min → 15.0 min → 14.2 min → 13.0 min → 4.0 min → 114 sec → 99 sec → 96 sec → 93 sec → 83 sec → 44 sec → 21 sec → 20 sec → 18 sec → 8 sec → 3 sec","",""
314,Time Formats,Ascending ↑,"Level 314","Sort 34 time durations ASC",34,"13.10 hr | 90 sec | 4.36 days | 5.75 days | 18 sec | 56.4 min | 3.14 days | 21.2 min | 0.9 min | 43 sec | 5.28 hr | 13.7 min | 17.65 hr | 15.5 min | 31.2 min | 3.27 days | 19 sec | 0.21 hr | 23.2 min | 42.7 min | 2.7 min | 16.84 hr | 20.10 hr | 52.3 min | 95 sec | 115 sec | 43.3 min | 103 sec | 43.6 min | 43.5 min | 7.4 min | 41.1 min | 0.28 days | 94 sec","18 sec → 19 sec → 43 sec → 0.9 min → 90 sec → 94 sec → 95 sec → 103 sec → 115 sec → 2.7 min → 7.4 min → 0.21 hr → 13.7 min → 15.5 min → 21.2 min → 23.2 min → 31.2 min → 41.1 min → 42.7 min → 43.3 min → 43.5 min → 43.6 min → 52.3 min → 56.4 min → 5.28 hr → 0.28 days → 13.10 hr → 16.84 hr → 17.65 hr → 20.10 hr → 3.14 days → 3.27 days → 4.36 days → 5.75 days","",""
315,Time Formats,Descending ↓,"Level 315","Sort 34 time durations DESC",34,"11.65 hr | 33.3 min | 1.78 days | 3.60 days | 4.93 hr | 59.6 min | 1.21 days | 2.71 hr | 4.33 days | 50.3 min | 3.20 days | 83 sec | 105 sec | 4.86 days | 17.28 hr | 1.17 days | 4.02 hr | 61 sec | 13.25 hr | 9.3 min | 98 sec | 11.76 hr | 3.89 days | 5.8 min | 44 sec | 108 sec | 2.31 days | 27.1 min | 46.3 min | 2.72 days | 21.22 hr | 3.79 hr | 16.37 hr | 9.03 hr","4.86 days → 4.33 days → 3.89 days → 3.60 days → 3.20 days → 2.72 days → 2.31 days → 1.78 days → 1.21 days → 1.17 days → 21.22 hr → 17.28 hr → 16.37 hr → 13.25 hr → 11.76 hr → 11.65 hr → 9.03 hr → 4.93 hr → 4.02 hr → 3.79 hr → 2.71 hr → 59.6 min → 50.3 min → 46.3 min → 33.3 min → 27.1 min → 9.3 min → 5.8 min → 108 sec → 105 sec → 98 sec → 83 sec → 61 sec → 44 sec","",""
